2017-01-15 18:45:52,999 INFO  [main] (BM_LOG.main) Initializing BM...
2017-01-15 18:45:53,005 INFO  [main] (BM_LOG.main) Starting the BM...
2017-01-15 18:45:54,930 INFO  [main] (BM_LOG.Devices) Populating Devices...
2017-01-15 18:45:55,050 DEBUG [main] (BM_LOG.Devices) Adding device: N40M into Devices
2017-01-15 18:45:55,061 DEBUG [main] (BM_LOG.Devices) Setting property: 0002 of device: N40M with value: 1
2017-01-15 18:45:55,063 DEBUG [main] (BM_LOG.Devices) Setting property: 0020 of device: N40M with value: 1
2017-01-15 18:45:55,064 DEBUG [main] (BM_LOG.Devices) Setting property: 0019 of device: N40M with value: 0
2017-01-15 18:45:55,065 DEBUG [main] (BM_LOG.Devices) Setting property: 0024 of device: N40M with value: 0
2017-01-15 18:45:55,068 DEBUG [main] (BM_LOG.Devices) Setting property: 0005 of device: N40M with value: 0
2017-01-15 18:45:55,069 DEBUG [main] (BM_LOG.Devices) Setting property: 0023 of device: N40M with value: 0
2017-01-15 18:45:55,070 DEBUG [main] (BM_LOG.Devices) Setting property: 0004 of device: N40M with value: 0
2017-01-15 18:45:55,075 DEBUG [main] (BM_LOG.Devices) Setting property: 0022 of device: N40M with value: 0
2017-01-15 18:45:55,075 DEBUG [main] (BM_LOG.Devices) Setting property: 0003 of device: N40M with value: 0
2017-01-15 18:45:55,095 DEBUG [main] (BM_LOG.Devices) Setting property: 0021 of device: N40M with value: 1
2017-01-15 18:45:55,210 DEBUG [main] (BM_LOG.Devices) Adding device: I068 into Devices
2017-01-15 18:45:55,225 DEBUG [main] (BM_LOG.Devices) Setting property: 0001 of device: I068 with value: 1
2017-01-15 18:45:55,247 DEBUG [main] (BM_LOG.Devices) Adding device: B51V into Devices
2017-01-15 18:45:55,248 DEBUG [main] (BM_LOG.Devices) Setting property: 0028 of device: B51V with value: 0
2017-01-15 18:45:55,248 DEBUG [main] (BM_LOG.Devices) Setting property: 0027 of device: B51V with value: 1
2017-01-15 18:45:55,271 DEBUG [main] (BM_LOG.Devices) Adding device: J3D7 into Devices
2017-01-15 18:45:55,271 DEBUG [main] (BM_LOG.Devices) Setting property: 0006 of device: J3D7 with value: 1
2017-01-15 18:45:55,277 INFO  [main] (BM_LOG.Devices) Devices population done!
2017-01-15 18:45:55,277 INFO  [main] (BM_LOG.Devices) Retrieving rooms from DB...
2017-01-15 18:45:55,300 DEBUG [main] (BM_LOG.Devices) Rooms retrieved!
2017-01-15 18:45:55,442 INFO  [main] (BM_LOG.Controller) Controller constructed!
2017-01-15 18:45:55,541 INFO  [main] (BM_LOG.main) Config file cfg/core-config.xml loaded.
2017-01-15 18:45:55,581 DEBUG [main] (BM_LOG.mqtt) Connected to MQTT!
2017-01-15 18:45:55,590 DEBUG [main] (BM_LOG.mqtt) Subscribed to BM topic!
2017-01-15 18:45:55,590 DEBUG [main] (BM_LOG.mqtt) Callback set!
2017-01-15 18:45:55,627 INFO  [OHEngineProcessor] (BM_LOG.Devices) Retrieving rooms from DB...
2017-01-15 18:45:55,649 DEBUG [OHEngineProcessor] (BM_LOG.Devices) Rooms retrieved!
2017-01-15 18:45:55,652 INFO  [OHEngineProcessor] (BM_LOG.Devices) Retrieving rooms from DB...
2017-01-15 18:45:55,682 DEBUG [OHEngineProcessor] (BM_LOG.Devices) Rooms retrieved!
2017-01-15 18:45:55,701 INFO  [main] (BM_LOG.main) BusinessMachine started!
2017-01-15 18:46:05,906 DEBUG [MQTT Call: BM] (BM_LOG.mqtt) Message arrived at topic BM
2017-01-15 18:46:05,906 DEBUG [MQTT Call: BM] (BM_LOG.mqtt) Message is: {
RID:"test1",
CID:"N40M",
RTY:"poop",
property:"0002",
value:1
}
2017-01-15 18:46:05,923 DEBUG [Process1] (BM_LOG.POOPModule) POOPModule request processing started!
2017-01-15 18:46:05,923 INFO  [Process1] (BM_LOG.POOPModule) Changing component N40M property 0002 to 1...
2017-01-15 18:46:05,993 DEBUG [Process1] (BM_LOG.POOPModule) Updating component property in system...
2017-01-15 18:46:05,994 DEBUG [Process1] (BM_LOG.POOPModule) Updating affected component properties in system...
2017-01-15 18:46:06,038 DEBUG [Process1] (BM_LOG.POOPModule) Updating component property in DB...
2017-01-15 18:46:06,396 DEBUG [Process1] (BM_LOG.POOPModule) Updating affected component properties in DB...
2017-01-15 18:46:06,407 DEBUG [Process1] (BM_LOG.POOPModule) Updating component property in DB...
2017-01-15 18:46:06,441 INFO  [Process1] (BM_LOG.POOPModule) POOP processing complete!
2017-01-15 18:47:51,060 DEBUG [MQTT Call: BM] (BM_LOG.mqtt) Message arrived at topic BM
2017-01-15 18:47:51,060 DEBUG [MQTT Call: BM] (BM_LOG.mqtt) Message is: {
RID:"test1",
CID:"N40M",
RTY:"poop",
property:"0002",
value:0
}
2017-01-15 18:47:51,063 DEBUG [Process2] (BM_LOG.POOPModule) POOPModule request processing started!
2017-01-15 18:47:51,063 INFO  [Process2] (BM_LOG.POOPModule) Changing component N40M property 0002 to 0...
2017-01-15 18:47:51,077 DEBUG [Process2] (BM_LOG.POOPModule) Updating component property in system...
2017-01-15 18:47:51,077 DEBUG [Process2] (BM_LOG.POOPModule) Updating affected component properties in system...
2017-01-15 18:47:51,096 DEBUG [Process2] (BM_LOG.POOPModule) Updating component property in DB...
2017-01-15 18:47:51,483 DEBUG [Process2] (BM_LOG.POOPModule) Updating affected component properties in DB...
2017-01-15 18:47:51,485 DEBUG [Process2] (BM_LOG.POOPModule) Updating component property in DB...
2017-01-15 18:47:51,568 INFO  [Process2] (BM_LOG.POOPModule) POOP processing complete!
2017-01-15 18:47:56,189 DEBUG [MQTT Call: BM] (BM_LOG.mqtt) Message arrived at topic BM
2017-01-15 18:47:56,190 DEBUG [MQTT Call: BM] (BM_LOG.mqtt) Message is: {
RID:"test1",
CID:"N40M",
RTY:"poop",
property:"0002",
value:1
}
2017-01-15 18:47:56,192 DEBUG [Process3] (BM_LOG.POOPModule) POOPModule request processing started!
2017-01-15 18:47:56,192 INFO  [Process3] (BM_LOG.POOPModule) Changing component N40M property 0002 to 1...
2017-01-15 18:47:56,209 DEBUG [Process3] (BM_LOG.POOPModule) Updating component property in system...
2017-01-15 18:47:56,210 DEBUG [Process3] (BM_LOG.POOPModule) Updating affected component properties in system...
2017-01-15 18:47:56,220 DEBUG [Process3] (BM_LOG.POOPModule) Updating component property in DB...
2017-01-15 18:47:56,270 DEBUG [Process3] (BM_LOG.POOPModule) Updating affected component properties in DB...
2017-01-15 18:47:56,281 DEBUG [Process3] (BM_LOG.POOPModule) Updating component property in DB...
2017-01-15 18:47:56,316 INFO  [Process3] (BM_LOG.POOPModule) POOP processing complete!
2017-01-15 18:51:23,296 DEBUG [MQTT Call: BM] (BM_LOG.mqtt) Message arrived at topic BM
2017-01-15 18:51:23,296 DEBUG [MQTT Call: BM] (BM_LOG.mqtt) Message is: {
RID:"test1",
CID:"N40M",
RTY:"poop",
property:"0002",
value:0
}
2017-01-15 18:51:23,299 DEBUG [Process4] (BM_LOG.POOPModule) POOPModule request processing started!
2017-01-15 18:51:23,299 INFO  [Process4] (BM_LOG.POOPModule) Changing component N40M property 0002 to 0...
2017-01-15 18:51:23,346 DEBUG [Process4] (BM_LOG.POOPModule) Updating component property in system...
2017-01-15 18:51:23,346 DEBUG [Process4] (BM_LOG.POOPModule) Updating affected component properties in system...
2017-01-15 18:51:23,357 DEBUG [Process4] (BM_LOG.POOPModule) Updating component property in DB...
2017-01-15 18:51:23,701 DEBUG [Process4] (BM_LOG.POOPModule) Updating affected component properties in DB...
2017-01-15 18:51:23,710 DEBUG [Process4] (BM_LOG.POOPModule) Updating component property in DB...
2017-01-15 18:51:23,736 INFO  [Process4] (BM_LOG.POOPModule) POOP processing complete!
